C:\Users\user\Documents\Koszyki\Wyszukiwarka\
2020-07-19 21:11:52.523765
Nazwa
CDZ050 | zestaw exa 24 standard 100: kocioł gazowy kondensacyjny o mocy 24kw victrix exa 24x x erp z zasobnikiem 100 l | zestaw, exa, 24, standard, 100:, kocioł, gazowy, kondensacyjny, o, mocy, 24kw, victrix, 24x, x, erp, zasobnikiem, 100, l, 
CDS418 | kanał aco deckline10 niski 6cm dl 1m naturalny | kanał, aco, deckline10, niski, 6cm, dl, 1m, naturalny, 
AFE312 | kabel grzewczy deviflex 18t 935w 230v 52m | kabel, grzewczy, deviflex, 18t, 935w, 230v, 52m, 
CDS419 | kanał aco deckline10 niski 6cm dl 1m z odpływem dn 100 naturalny | kanał, aco, deckline10, niski, 6cm, dl, 1m, odpływem, dn, 100, naturalny, 
CAL162 | ic60n 4p 25a b wyłącznik nadprądowy | ic60n, 4p, 25a, b, wyłącznik, nadprądowy, 
CAL160 | ic60n wyłącznik nadprądowy 32a 6ka charakterystyka c 3 - polowy | ic60n, wyłącznik, nadprądowy, 32a, 6ka, charakterystyka, c, 3, -, polowy, 
CFI382 | wis pompka czyszcząca do otworów | wis, pompka, czyszcząca, otworów, 
CFT375 | zasilacz buforowy dla cctv - 12v 4a 7 2ah | zasilacz, buforowy, dla, cctv, -, 12v, 4a, 7, 2ah, 
CFI381 | wcs1n śruba do betonu | wcs1n, śruba, betonu, 
CEQ074 | elektryczny pojemnościowy ogrzewacz wody poc g - 10 luna inox nadumywalkowy ciśnieniowy | elektryczny, pojemnościowy, ogrzewacz, wody, poc, g, -, 10, luna, inox, nadumywalkowy, ciśnieniowy, 
CEQ072 | elektryczny pojemnościowy ogrzewacz wody osv eco - 20 slim | elektryczny, pojemnościowy, ogrzewacz, wody, osv, eco, -, 20, slim, 
CEQ073 | elektryczny pojemnościowy ogrzewacz wody osv eco - 60 slim | elektryczny, pojemnościowy, ogrzewacz, wody, osv, eco, -, 60, slim, 
AMQ523 | ce4t - 10r - 11 - przycisk bezpieczeństwa 1no1nc czerwony | ce4t, -, 10r, 11, przycisk, bezpieczeństwa, 1no1nc, czerwony, 
CDS414 | aco deckline ścianka czołowa pełna naturalna | aco, deckline, ścianka, czołowa, pełna, naturalna, 
CFI388 | wis kołnierz plasikowy perforowany | wis, kołnierz, plasikowy, perforowany, 
CFI359 | wca1 kotwa stropowa | wca1, kotwa, stropowa, 
CFI358 | wtb7 kotwa bolcowa | wtb7, kotwa, bolcowa, 
CGU006 | uponor s - press plus trójnik redukcyjny 25 - 32 - 25 | uponor, s, -, press, plus, trójnik, redukcyjny, 25, 32, 
CER368 | dzbanek filtrujący aquaphor time niebieski + wkład aquaphor b100 - 25 maxfor | dzbanek, filtrujący, aquaphor, time, niebieski, +, wkład, b100, -, 25, maxfor, 
CGU001 | uponor s - press plus trójnik redukcyjny 32 - 25 - 25 | uponor, s, -, press, plus, trójnik, redukcyjny, 32, 25, 
CDZ080 | zestaw exa 24 komfort plus 160: kocioł gazowy kondensacyjny o mocy 24kw victrix exa 24x x erp z zasobnikiem 160 l rozdzielaczem strefowym sterownikiem i sondą zewnętrzną | zestaw, exa, 24, komfort, plus, 160:, kocioł, gazowy, kondensacyjny, o, mocy, 24kw, victrix, 24x, x, erp, zasobnikiem, 160, l, rozdzielaczem, strefowym, sterownikiem, sondą, zewnętrzną, 
CDS443 | aco vario mata wycieraczki z aluminium wypełnienie z rypsu jasnoszary 75x50 | aco, vario, mata, wycieraczki, aluminium, wypełnienie, rypsu, jasnoszary, 75x50, 
CDS442 | wpust sanitarny typ eg150 ze stali nierdzewnej kl k3 maks 300kg , zwieńczenie15 x150mm odpływ pionowy dn110mm średnica korpustu 150mm; materiał aisi304 | wpust, sanitarny, typ, eg150, ze, stali, nierdzewnej, kl, k3, maks, 300kg, ,, zwieńczenie15, x150mm, odpływ, pionowy, dn110mm, średnica, korpustu, 150mm;, materiał, aisi304, 
CFI350 | wis kołnierz plasikowy perforowany | wis, kołnierz, plasikowy, perforowany, 
CFI354 | wis kołnierz plasikowy perforowany | wis, kołnierz, plasikowy, perforowany, 
CDS449 | wpust sanitarny typ eg150 ze stali nierdzewnej kl k3 maks 300kg , zwieńczenie15 x150mm odpływ poziomy dn50mm średnica korpustu 150mm; materiał aisi304 | wpust, sanitarny, typ, eg150, ze, stali, nierdzewnej, kl, k3, maks, 300kg, ,, zwieńczenie15, x150mm, odpływ, poziomy, dn50mm, średnica, korpustu, 150mm;, materiał, aisi304, 
CGM990 |  54/13 - otulina kauczukowa | 54/13, -, otulina, kauczukowa, 
CDS440 | aco vario mata wycieraczki z aluminium wypełnienie z rypsu jasnoszary 100x50 | aco, vario, mata, wycieraczki, aluminium, wypełnienie, rypsu, jasnoszary, 100x50, 
ASV041 | separator powietrza i zanieczyszczeń flamcovent clean smart 3/4  | separator, powietrza, zanieczyszczeń, flamcovent, clean, smart, 3/4, 
ASV042 | separator powietrza i zanieczyszczeń flamcovent clean smart 1  | separator, powietrza, zanieczyszczeń, flamcovent, clean, smart, 1, 
CDZ072 | zestaw tt 20 komfort 100: kocioł gazowy kondensacyjny o mocy 20kw victrix 20 x tt 2 erp z zasobnikiem 100 l sterownikiem i sondą zewnętrzną | zestaw, tt, 20, komfort, 100:, kocioł, gazowy, kondensacyjny, o, mocy, 20kw, victrix, x, 2, erp, zasobnikiem, 100, l, sterownikiem, sondą, zewnętrzną, 
CDS439 | wpust sanitarny typ eg150 ze stali nierdzewnej kl k3 maks 300kg , zwieńczenie15 x150mm odpływ pionowy dn50mm średnica korpustu 150mm; materiał aisi304 | wpust, sanitarny, typ, eg150, ze, stali, nierdzewnej, kl, k3, maks, 300kg, ,, zwieńczenie15, x150mm, odpływ, pionowy, dn50mm, średnica, korpustu, 150mm;, materiał, aisi304, 
CCR791 | naczynie wzbiorcze do instalacji ciepłej wody użytkowej airfix a18 przyłącze gz 3/4 , 4 - 10 bar | naczynie, wzbiorcze, instalacji, ciepłej, wody, użytkowej, airfix, a18, przyłącze, gz, 3/4, ,, 4, -, 10, bar, 
CFI367 | wis aplikator do kotew chemicznych | wis, aplikator, kotew, chemicznych, 
AQL719 | so118 1201s - uchwyt odciagowy 4x 50 - 120 mm²  | so118, 1201s, -, uchwyt, odciagowy, 4x, 50, 120, mm², 
CGC436 | głowica termostatyczna halo 6 - 28°c biała | głowica, termostatyczna, halo, 6, -, 28°c, biała, 
CFE818 | przepływowy trójfazowy ogrzewacz wody sterowany hydraulicznie bosch tronic tr2000 24 b o mocy 24kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, hydraulicznie, bosch, tronic, tr2000, 24, b, o, mocy, 24kw, 400v., 
CFE814 | przepływowy trójfazowy ogrzewacz wody sterowany hydraulicznie ufesa dh1uf21m o mocy 21kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, hydraulicznie, ufesa, dh1uf21m, o, mocy, 21kw, 400v., 
CFE813 | przepływowy jednofazowy ogrzewacz wody sterowany hydraulicznie bosch tronic tr1000 4 t o mocy 3,5kw 230v podumywalkowy. | przepływowy, jednofazowy, ogrzewacz, wody, sterowany, hydraulicznie, bosch, tronic, tr1000, 4, t, o, mocy, 3,5kw, 230v, podumywalkowy., 
CFL441 | uponor vario m rozdzielacz z przepływomierzem fm 10xg3/4 euro | uponor, vario, m, rozdzielacz, przepływomierzem, fm, 10xg3/4, euro, 
CFM778 | kabina kwadratowa profil chrom szkło szron 90x185 | kabina, kwadratowa, profil, chrom, szkło, szron, 90x185, 
CFM779 | kabina kwadratowa profil chrom szkło szron 80x185 | kabina, kwadratowa, profil, chrom, szkło, szron, 80x185, 
AMQ558 | ot80f3c przełącznik 80a sieć - agregat bez wałka i rączki | ot80f3c, przełącznik, 80a, sieć, -, agregat, bez, wałka, rączki, 
CFM776 | kabina półokrągła profil chrom szkło szron 90x185 | kabina, półokrągła, profil, chrom, szkło, szron, 90x185, 
AMQ557 | ot63f3c przełącznik 63a sieć - agregat bez wałka i rączki | ot63f3c, przełącznik, 63a, sieć, -, agregat, bez, wałka, rączki, 
CFM777 | kabina półokrągła profil chrom szkło szron 80x185 | kabina, półokrągła, profil, chrom, szkło, szron, 80x185, 
ALY247 | 2 - przewodowa złączka przelotowa do zastosowań ex e ii do zastosowań ex i niebieski 2001 - 1204 topjob®s | 2, -, przewodowa, złączka, przelotowa, zastosowań, ex, e, ii, niebieski, 2001, 1204, topjob®s, 
ALY246 | 2 - przewodowa złączka przelotowa do zastosowań ex e ii szara 2001 - 1201 topjob®s | 2, -, przewodowa, złączka, przelotowa, zastosowań, ex, e, ii, szara, 2001, 1201, topjob®s, 
ALY248 | 2 - przewodowa złączka pe do zastosowań ex e ii żółto - zielony 2001 - 1207 topjob®s | 2, -, przewodowa, złączka, pe, zastosowań, ex, e, ii, żółto, zielony, 2001, 1207, topjob®s, 
CDZ099 | zestaw exa 24 komfort 125:kocioł gazowy kondensacyjny o mocy 24kw victrix exa 24x x erp z zasobnikiem 125 l sterownikiem i sondą zewnętrzną | zestaw, exa, 24, komfort, 125:kocioł, gazowy, kondensacyjny, o, mocy, 24kw, victrix, 24x, x, erp, zasobnikiem, 125, l, sterownikiem, sondą, zewnętrzną, 
CGC441 | zestaw termostatyczny multilux 4 do grzejników z dwupunktowym przyłączem z chromowaną głowicą termostatyczną halo | zestaw, termostatyczny, multilux, 4, grzejników, dwupunktowym, przyłączem, chromowaną, głowicą, termostatyczną, halo, 
CDZ095 | zestaw exa 24 komfort 160: kocioł gazowy kondensacyjny o mocy 24kw victrix exa 24x x erp z zasobnikiem 160 l sterownikiem i sondą zewnętrzną | zestaw, exa, 24, komfort, 160:, kocioł, gazowy, kondensacyjny, o, mocy, 24kw, victrix, 24x, x, erp, zasobnikiem, 160, l, sterownikiem, sondą, zewnętrzną, 
CGC442 | zestaw termostatyczny multilux 4 do grzejników z dwupunktowym przyłączem z białą głowicą termostatyczną halo | zestaw, termostatyczny, multilux, 4, grzejników, dwupunktowym, przyłączem, białą, głowicą, termostatyczną, halo, 
ANO183 | zqv 2 5/4 łącznik poprzeczny do zacisków | zqv, 2, 5/4, łącznik, poprzeczny, zacisków, 
CFA469 | zestaw modo miska wc rimfree reflex ze stelażem technic gt smart fresh 99399 - 900 99440000 l33120900  | zestaw, modo, miska, wc, rimfree, reflex, ze, stelażem, technic, gt, smart, fresh, 99399, -, 900, 99440000, l33120900, 
CFE827 | przepływowy trójfazowy ogrzewacz wody sterowany hydraulicznie bosch tronic tr2000 18 b o mocy 18kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, hydraulicznie, bosch, tronic, tr2000, 18, b, o, mocy, 18kw, 400v., 
CFE826 | przepływowy trójfazowy ogrzewacz wody sterowany elektronicznie bosch tronic tr7000 21/24 desob o mocy 21/24kw 400v z wyświetlaczem lcd. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, elektronicznie, bosch, tronic, tr7000, 21/24, desob, o, mocy, 21/24kw, 400v, wyświetlaczem, lcd., 
CEX500 | 2,0x49mm wiertło kobaltowe do stali nierdzewnej din 338 opakowanie 2 sztuki | 2,0x49mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, opakowanie, 2, sztuki, 
CDH465 | rura osłonowa karbowana peszel czerwona ril 23 - 28mm 320n  | rura, osłonowa, karbowana, peszel, czerwona, ril, 23, -, 28mm, 320n, 
CDH466 | rura osłonowa karbowana peszel niebieska ril 23 - 28mm 320n  | rura, osłonowa, karbowana, peszel, niebieska, ril, 23, -, 28mm, 320n, 
CDH467 | rura osłonowa karbowana peszel czerwona ril 29 - 36mm 320n  | rura, osłonowa, karbowana, peszel, czerwona, ril, 29, -, 36mm, 320n, 
CFE821 | przepływowy trójfazowy ogrzewacz wody sterowany elektronicznie bosch tronic tr4000 18 eb o mocy 18kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, elektronicznie, bosch, tronic, tr4000, 18, eb, o, mocy, 18kw, 400v., 
CDH468 | rura osłonowa karbowana peszel niebieska ril 29 - 36mm 320n  | rura, osłonowa, karbowana, peszel, niebieska, ril, 29, -, 36mm, 320n, 
AHB711 | ręczny zawór równoważący leno msv - bd rozmiar dn 32 | ręczny, zawór, równoważący, leno, msv, -, bd, rozmiar, dn, 32, 
CDH461 | rura osłonowa karbowana peszel czerwona ril 18 - 22mm 320n  | rura, osłonowa, karbowana, peszel, czerwona, ril, 18, -, 22mm, 320n, 
CDH462 | rura osłonowa karbowana peszel niebieska ril 18 - 22mm 320n  | rura, osłonowa, karbowana, peszel, niebieska, ril, 18, -, 22mm, 320n, 
CDH463 | rura osłonowa karbowana peszel czerwona ril 21 - 25mm 320n  | rura, osłonowa, karbowana, peszel, czerwona, ril, 21, -, 25mm, 320n, 
CDH464 | rura osłonowa karbowana peszel niebieska ril 21 - 25mm 320n  | rura, osłonowa, karbowana, peszel, niebieska, ril, 21, -, 25mm, 320n, 
CFL429 | uponor vario m rozdzielacz z przepływomierzem fm 12xg3/4 euro | uponor, vario, m, rozdzielacz, przepływomierzem, fm, 12xg3/4, euro, 
CGU049 | ogrzewacz wody fox 50 l | ogrzewacz, wody, fox, 50, l, 
ABL718 | zamek + 2 klucze vector/vector outdoor | zamek, +, 2, klucze, vector/vector, outdoor, 
CEQ076 | elektryczny pojemnościowy ogrzewacz wody osv eco - 30 slim | elektryczny, pojemnościowy, ogrzewacz, wody, osv, eco, -, 30, slim, 
CGU047 | ogrzewacz wody fox 5l podumywalkowy | ogrzewacz, wody, fox, 5l, podumywalkowy, 
CGU048 | ogrzewacz wody fox 10l podumywalkowy | ogrzewacz, wody, fox, 10l, podumywalkowy, 
ANO158 | zap/tw zdu10 płyta zamykająca przegroda | zap/tw, zdu10, płyta, zamykająca, przegroda, 
CGU052 | ogrzewacz wody fox 10l nadumywalkowy | ogrzewacz, wody, fox, 10l, nadumywalkowy, 
CGU053 | ogrzewacz wody fox 30 l | ogrzewacz, wody, fox, 30, l, 
CFI397 | wtb1 kotwa bolcowa | wtb1, kotwa, bolcowa, 
CGU054 | ogrzewacz wody fox 80 l | ogrzewacz, wody, fox, 80, l, 
CGU055 | ogrzewacz wody fox 120 l | ogrzewacz, wody, fox, 120, l, 
CFI399 | wis mieszalnik do kotew chemicznych | wis, mieszalnik, kotew, chemicznych, 
CEC817 | rozdzielnica budowlana rb - 4/32a/3x16a/ks | rozdzielnica, budowlana, rb, -, 4/32a/3x16a/ks, 
CFH069 | zestaw termostatyczny prosty z głowicą gt20 i zaworem powrotnym | zestaw, termostatyczny, prosty, głowicą, gt20, zaworem, powrotnym, 
CGU050 | ogrzewacz wody fox 100 l | ogrzewacz, wody, fox, 100, l, 
CFL424 | uponor vario m rozdzielacz z przepływomierzem fm 7xg3/4 euro | uponor, vario, m, rozdzielacz, przepływomierzem, fm, 7xg3/4, euro, 
CGU051 | ogrzewacz wody fox 5l nadumywalkowy | ogrzewacz, wody, fox, 5l, nadumywalkowy, 
CGK370 | czujnik ruchu steinel is 2360 - 3 eco biały | czujnik, ruchu, steinel, is, 2360, -, 3, eco, biały, 
CEK783 | kluczyk 005 | kluczyk, 005, 
CGN403 | klimatyzator ścienny inverter split eco 7 kw | klimatyzator, ścienny, inverter, split, eco, 7, kw, 
CGN402 | klimatyzator ścienny inverter split eco marka kaisai 2,5 kw | klimatyzator, ścienny, inverter, split, eco, marka, kaisai, 2,5, kw, 
ANP497 | puszka natynkowa do dociepleń kez | puszka, natynkowa, dociepleń, kez, 
CFH070 | zestaw termostatyczny kątowy z głowicą gt20 i zaworem powrotnym | zestaw, termostatyczny, kontowy, kątowy, głowicą, gt20, zaworem, powrotnym, 
CFL433 | uponor vario m rozdzielacz z przepływomierzem fm 8xg3/4 euro | uponor, vario, m, rozdzielacz, przepływomierzem, fm, 8xg3/4, euro, 
AIU816 | 210x60 wdk narożnik wewnętrzny biały ral 9010 | 210x60, wdk, narożnik, wewnętrzny, biały, ral, 9010, 
CEX524 | 8,0x117mm wiertło szlifowane hss do stali din 338 | 8,0x117mm, wiertło, szlifowane, hss, stali, din, 338, 
CEX523 | 6,5x101mm wiertło szlifowane hss do stali din 338 | 6,5x101mm, wiertło, szlifowane, hss, stali, din, 338, 
CEX526 | 13,0x151mm wiertło szlifowane hss do stali din 338 | 13,0x151mm, wiertło, szlifowane, hss, stali, din, 338, 
ANM359 | ict - 25a 1no 230v 50hz [ac - 1] stycznik | ict, -, 25a, 1no, 230v, 50hz, [ac, 1], stycznik, 
CEX529 | 12,0x151mm wiertło szlifowane hss do stali din 338 | 12,0x151mm, wiertło, szlifowane, hss, stali, din, 338, 
AFZ066 | kołnierzowy zawór mieszający 3f80 dn80 kvs 150 | kołnierzowy, zawór, mieszający, 3f80, dn80, kvs, 150, 
AFZ065 | kołnierzowy zawór mieszający 3f65 dn65 kvs 90 | kołnierzowy, zawór, mieszający, 3f65, dn65, kvs, 90, 
CFE859 | plafon led brsb3 moc 9w 3000k strumień świetlny z oprawy 900lm natynkowy klosz opal ip44 | plafon, led, brsb3, moc, 9w, 3000k, strumień, świetlny, oprawy, 900lm, natynkowy, klosz, opal, ip44, 
CFD526 | dl slim dn105 6w/3000k wt ip20 ledv | dl, slim, dn105, 6w/3000k, wt, ip20, ledv, 
CFE857 | oprawa riva 100w biała na żarówkę z trzonkiem b22 | oprawa, riva, 100w, biała, żarówkę, trzonkiem, b22, 
CFL482 | uponor smatrix wave plus termostat d+rh t - 167 ral9016 | uponor, smatrix, wave, plus, termostat, d+rh, t, -, 167, ral9016, 
CFD525 | dl slim dn105 6w/4000k wt ip20 ledv | dl, slim, dn105, 6w/4000k, wt, ip20, ledv, 
CFE855 | oprawa trio 75w biała pl na żarówkę z trzonkiem b22 , oprawa ma wbudowany czujnik ruchu hf | oprawa, trio, 75w, biała, pl, żarówkę, trzonkiem, b22, ,, ma, wbudowany, czujnik, ruchu, hf, 
CDW865 | podgrzewacz gazowy zefiro c11 lcd na gaz lpg moc 18,9 - gazowy przepływowy podgrzewacz c w.u z wyświetlaczem lcd | podgrzewacz, gazowy, zefiro, c11, lcd, gaz, lpg, moc, 18,9, -, przepływowy, c, w.u, wyświetlaczem, 
CFA499 | przekaźnik interfejsowy styki 3p zasilanie23 vac prąd obciążenia 10a szerokość 27mm | przekaźnik, interfejsowy, styki, 3p, zasilanie23, vac, prąd, obciążenia, 10a, szerokość, 27mm, 
CFE853 | oprawa alfa 75w biała pl na żarówkę z trzonkiem b22 oprawa ma wbudowany czujnik ruchu hf | oprawa, alfa, 75w, biała, pl, żarówkę, trzonkiem, b22, ma, wbudowany, czujnik, ruchu, hf, 
CDW869 | podgrzewacz gazowy zefiro c11 lcd na gaz gz - 50 moc 18,9 - gazowy przepływowy podgrzewacz c w.u z wyświetlaczem lcd | podgrzewacz, gazowy, zefiro, c11, lcd, gaz, gz, -, 50, moc, 18,9, przepływowy, c, w.u, wyświetlaczem, 
ASJ598 | ściemniacz obrotowy tronic® 10 - 315 w mechanizm one platforme | ściemniacz, obrotowy, tronic®, 10, -, 315, w, mechanizm, one, platforme, 
ANM364 | iil - 110 230vac lampka sygnalizacyjna czerwona | iil, -, 110, 230vac, lampka, sygnalizacyjna, czerwona, 
ANM363 | issw 3 - pozyc 1p 20a 250v przełącznik | issw, 3, -, pozyc, 1p, 20a, 250v, przełącznik, 
CEX534 | 5,2x86mm wiertło szlifowane hss do stali din 338 | 5,2x86mm, wiertło, szlifowane, hss, stali, din, 338, 
CEX537 | 8,5x117mm wiertło szlifowane hss do stali din 338 | 8,5x117mm, wiertło, szlifowane, hss, stali, din, 338, 
ANM365 | iil - 110 230vac lampka sygnalizacyjna zielona | iil, -, 110, 230vac, lampka, sygnalizacyjna, zielona, 
ANM360 | ict - 25a 4no 230vac 50hz [ac - 1] stycznik | ict, -, 25a, 4no, 230vac, 50hz, [ac, 1], stycznik, 
CEX542 | 7,0x109mm wiertło szlifowane hss do stali din 338 | 7,0x109mm, wiertło, szlifowane, hss, stali, din, 338, 
CFL494 | uponor smart press naprawcza 20x2,0 - 20x2,0 | uponor, smart, press, naprawcza, 20x2,0, -, 
CEX541 | 6,0x93mm wiertło szlifowane hss do stali din 338 | 6,0x93mm, wiertło, szlifowane, hss, stali, din, 338, 
CFL492 | uponor smart press naprawcza 16x1,8/2,0 - 16x1,8/2,0 | uponor, smart, press, naprawcza, 16x1,8/2,0, -, 
ANM361 | itl przekaźnik impulsowy 16a 1r 230vac 110vdc | itl, przekaźnik, impulsowy, 16a, 1r, 230vac, 110vdc, 
CEX543 | 9,5x125mm wiertło szlifowane hss do stali din 338 | 9,5x125mm, wiertło, szlifowane, hss, stali, din, 338, 
AMA689 | płyta montażowa ocynkowa 300x300mm pełna s55702 | płyta, montażowa, ocynkowa, 300x300mm, pełna, s55702, 
CGR812 | wtyczka przenośna 32a 5p 6h grip ip44 | wtyczka, przenośna, 32a, 5p, 6h, grip, ip44, 
CGR810 | wtyczka przenośna 16a 5p 6h grip ip44 | wtyczka, przenośna, 16a, 5p, 6h, grip, ip44, 
CGR816 | gniazdo przenośne3 a 5p 6h grip ip44 | gniazdo, przenośne3, a, 5p, 6h, grip, ip44, 
CEX505 | 12,0x151mm wiertło kobaltowe do stali nierdzewnej din 338 | 12,0x151mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, 
CGD782 | szlifierka kątowa black&decker 12 5mm 900w | szlifierka, kątowa, black&decker, 12, 5mm, 900w, 
CFX790 | narzędzie/szczypce ironside do zdejmowania zdzierania izolacji z przewodów | narzędzie/szczypce, ironside, zdejmowania, zdzierania, izolacji, przewodów, 
CGD783 | zestaw black&decker pilarka tarczowa 1250w cs1250 , 2 tarcze z 13 zębami z węglików spiekanych walizka | zestaw, black&decker, pilarka, tarczowa, 1250w, cs1250, ,, 2, tarcze, 13, zębami, węglików, spiekanych, walizka, 
CGR814 | gniazdo przenośne1 a 5p 6h grip ip44 | gniazdo, przenośne1, a, 5p, 6h, grip, ip44, 
CFE839 | przepływowy jednofazowy ogrzewacz wody sterowany hydraulicznie bosch tronic tr1000 5 t o mocy 4,6kw 230v podumywalkowy. | przepływowy, jednofazowy, ogrzewacz, wody, sterowany, hydraulicznie, bosch, tronic, tr1000, 5, t, o, mocy, 4,6kw, 230v, podumywalkowy., 
CEC854 | skrzynka zaworowa prostokątna z zamknięciem na śrubę vba02675  | skrzynka, zaworowa, prostokątna, zamknięciem, śrubę, vba02675, 
CFM790 | panel led 45w 600x600x14mm 4000k ugr<19 3600lm microprismatic cri >80 cosφ>0,9 | panel, led, 45w, 600x600x14mm, 4000k, ugr<19, 3600lm, microprismatic, cri, >80, cosφ>0,9, 
CFM791 | panel led 45w 600x600x14mm 4000k 3600lm cri>80 cosφ>0,9 | panel, led, 45w, 600x600x14mm, 4000k, 3600lm, cri>80, cosφ>0,9, 
CFE834 | przepływowy trójfazowy ogrzewacz wody sterowany hydraulicznie bosch tronic tr2000 21 b o mocy 21kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, hydraulicznie, bosch, tronic, tr2000, 21, b, o, mocy, 21kw, 400v., 
CFA475 | przekaźnik interfejsowy styki 3p zasilanie2 vdc prąd obciążenia 10a szerokość 27mm | przekaźnik, interfejsowy, styki, 3p, zasilanie2, vdc, prąd, obciążenia, 10a, szerokość, 27mm, 
CFE833 | przepływowy trójfazowy ogrzewacz wody sterowany elektronicznie bosch tronic tr5000 24/27 eb o mocy 24/27kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, elektronicznie, bosch, tronic, tr5000, 24/27, eb, o, mocy, 24/27kw, 400v., 
AMA695 | płyta montażowa ocynkowa 600x600mm pełna s55729 | płyta, montażowa, ocynkowa, 600x600mm, pełna, s55729, 
CFA477 | gniazdo wtykowe do przekaźnika r3 szare | gniazdo, wtykowe, przekaźnika, r3, szare, 
CFE831 | przepływowy jednofazowy ogrzewacz wody sterowany elektronicznie bosch tronic tr4000 6 et o mocy 6,0kw 230v podumywalkowy. | przepływowy, jednofazowy, ogrzewacz, wody, sterowany, elektronicznie, bosch, tronic, tr4000, 6, et, o, mocy, 6,0kw, 230v, podumywalkowy., 
CFL464 | uponor smatrix base termostat d+rh t - 149 bus | uponor, smatrix, base, termostat, d+rh, t, -, 149, bus, 
CFE830 | przepływowy trójfazowy ogrzewacz wody sterowany elektronicznie bosch tronic tr5000 21/24 eb o mocy 21/24kw 400v. | przepływowy, trójfazowy, ogrzewacz, wody, sterowany, elektronicznie, bosch, tronic, tr5000, 21/24, eb, o, mocy, 21/24kw, 400v., 
AMA690 | płyta montażowa ocynkowa 400x300mm pełna s55712 | płyta, montażowa, ocynkowa, 400x300mm, pełna, s55712, 
CFL467 | uponor vario m rozdzielacz z przepływomierzem fm 13xg3/4 euro | uponor, vario, m, rozdzielacz, przepływomierzem, fm, 13xg3/4, euro, 
AMA691 | płyta montażowa ocynkowa 400x400mm pełna s55719 | płyta, montażowa, ocynkowa, 400x400mm, pełna, s55719, 
CFA473 | przekaźnik przemysłowy styki 3p obciążenie max 10a/230vac cewka 24vac wt | przekaźnik, przemysłowy, styki, 3p, obciążenie, max, 10a/230vac, cewka, 24vac, wt, 
CEX512 | 4,8x82mm wiertło kobaltowe do stali nierdzewnej din 338 | 4,8x82mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, 
CEX514 | 11,0x142mm wiertło kobaltowe do stali nierdzewnej din 338 | 11,0x142mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, 
CEX517 | 10,0x133mm wiertło kobaltowe do stali nierdzewnej din 338 | 10,0x133mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, 
CEX519 | 4,5x80mm wiertło kobaltowe do stali nierdzewnej din 338 | 4,5x80mm, wiertło, kobaltowe, stali, nierdzewnej, din, 338, 
CEM529 | oprawa awaryjna sl2mnm42e3c3a | oprawa, awaryjna, sl2mnm42e3c3a, 
CGJ095 | fundament betonowy b - 71 | fundament, betonowy, b, -, 71, 
CBU626 | żarówka led value clp 40 5,7w=40w/827 230v fr matowa e14 470lm | żarówka, led, value, clp, 40, 5,7w=40w/827, 230v, fr, matowa, e14, 470lm, 
CBU625 | żarówka led value par16 5w=50w/827 36° 230v gu10 | żarówka, led, value, par16, 5w=50w/827, 36°, 230v, gu10, 
CBU622 | żarówka led value cla 40 6w=40w/827 230v fr matowa e27 470lm | żarówka, led, value, cla, 40, 6w=40w/827, 230v, fr, matowa, e27, 470lm, 
CBU623 | żarówka led value cla 60 8 5w=60w/827 230v fr matowa e27 806lm | żarówka, led, value, cla, 60, 8, 5w=60w/827, 230v, fr, matowa, e27, 806lm, 
CEM571 | oprawa awaryjna sl2mnm65e3c3a | oprawa, awaryjna, sl2mnm65e3c3a, 
CDN619 | trójnik pp 25mm | trójnik, pp, 25mm, 
CDN618 | trójnik red pp 63/20/63 | trójnik, red, pp, 63/20/63, 
AFE360 | uponor q&e evolution pierścień red 16 | uponor, q&e, evolution, pierścień, red, 16, 
CGJ904 | ręczny p/poż wyłącznik prądu pwp1 - b 1z 1r bez sygnalizacji led | ręczny, p/poż, wyłącznik, prądu, pwp1, -, b, 1z, 1r, bez, sygnalizacji, led, 
CGU904 | sterownik bramowy wi - fi 1 - kanałowy dwukierunkowy typ sbw - 01 supla | sterownik, bramowy, wi, -, fi, 1, kanałowy, dwukierunkowy, typ, sbw, 01, supla, 
CEX567 | 7,5x109mm wiertło szlifowane hss do stali din 338 | 7,5x109mm, wiertło, szlifowane, hss, stali, din, 338, 
CGU905 | sterownik led rgb wi - fi typ slw - 01 supla | sterownik, led, rgb, wi, -, fi, typ, slw, 01, supla, 
AAJ797 | żarówka tubularna appliance2 w przezroczysta e14 230 - 240v | żarówka, tubularna, appliance2, w, przezroczysta, e14, 230, -, 240v, 
